iter	RMSE
279	0.1292037075
280	0.1290407784
281	0.1288944078
282	0.1287560961
283	0.1286089612
284	0.1284363389
285	0.1282968732
286	0.1281217126
287	0.1279800098
288	0.1278339951
289	0.1276755853
290	0.1275436259
291	0.127374398
292	0.1272122433
293	0.1270741988
294	0.1269415938
295	0.1267709689
296	0.1266455374
297	0.1265246806
298	0.1264080482
299	0.1262858498
300	0.1261442285
301	0.1260301086
302	0.125916146
303	0.1258067395
304	0.1256780509
305	0.1255652496
306	0.1254314519
307	0.1252986628
308	0.1251599891
309	0.1250526486
310	0.1249480143
311	0.1248462574
312	0.1247451502
313	0.1246314854
314	0.1245029913
315	0.1244042292
316	0.1243147152
317	0.1242136103
318	0.1241176337
319	0.124011184
320	0.1239200907
321	0.1238340525
322	0.1237337371
323	0.1236478667
324	0.1235533324
325	0.1234528757
326	0.123340551
327	0.1232413616
328	0.1231580599
329	0.1230766259
330	0.1229965233
331	0.1228933876
332	0.1228069446
333	0.1227313074
334	0.1226564845
335	0.1225729377
336	0.1224900067
337	0.1224184575
338	0.1223482764
339	0.1222760836
340	0.1222047371
341	0.1221325086
342	0.1220567106
343	0.1219642745
344	0.1218643969
345	0.1217952273
346	0.1217327777
347	0.1216473703
348	0.1215811647
349	0.1215026251
350	0.121439863
351	0.1213825179
352	0.1213218599
353	0.1212555267
354	0.1211962943
355	0.1211403026
356	0.1210870948
357	0.1210298817
358	0.1209635646
359	0.1209067558
360	0.1208267728
361	0.1207728685
362	0.1207233366
363	0.1206472218
364	0.1205708318
365	0.1205178983
366	0.1204614541
367	0.1204097633
368	0.1203642769
369	0.120312524
370	0.1202666948
371	0.1202182682
372	0.1201498727
373	0.1201022601
374	0.1200528069
375	0.1200087317
376	0.1199421685
377	0.1199009752
378	0.1198559903
379	0.1198133787
380	0.1197612032
381	0.119716214
382	0.1196738243
383	0.119618676
384	0.1195732158
385	0.119531642
386	0.1194738026
387	0.1194295339
388	0.119386691
389	0.1193461083
390	0.1192836117
391	0.1192514461
392	0.1191948136
393	0.1191503596
394	0.1191158294
395	0.1190657519
396	0.1190306415
397	0.1189943289
398	0.1189463789
399	0.1189129773
400	0.1188696132
401	0.1188360195
402	0.1188030673
403	0.1187650226
404	0.1187192467
405	0.1186865696
406	0.1186469063
407	0.1186095499
408	0.1185774804
409	0.1185232592
410	0.1184921785
411	0.1184447415
412	0.1184120313
413	0.1183763156
414	0.1183497651
415	0.1183205758
416	0.1182869386
417	0.1182578577
418	0.1182278891
419	0.1181969856
420	0.1181719695
421	0.1181232685
422	0.1180926138
423	0.1180671791
424	0.1180304477
425	0.1179953118
426	0.1179665355
427	0.1179381616
428	0.1179040644
429	0.1178761679
430	0.1178345399
431	0.117794771
432	0.1177663997
433	0.1177373495
434	0.1177076297
435	0.1176845603
436	0.1176569515
437	0.117630962
438	0.1176062982
439	0.1175818141
440	0.1175557024
441	0.1175298157
442	0.1175090498
443	0.1174870175
444	0.1174648175
445	0.1174406904
446	0.1174168818
447	0.1173792997
448	0.1173419062
449	0.1173169021
450	0.1172955035
451	0.1172669632
452	0.1172436891
453	0.1172231389
454	0.1171937582
455	0.1171582501
456	0.1171401969
457	0.1171227176
458	0.1170919231
459	0.1170742411
460	0.117046279
461	0.1170237818
462	0.1170060282
463	0.1169884192
464	0.1169686334
465	0.1169467255
466	0.116921227
467	0.1169043215
468	0.1168859768
469	0.1168686165
470	0.1168509767
471	0.1168303214
472	0.1168096645
473	0.1167887287
474	0.116770678
475	0.1167380636
476	0.1167051858
477	0.1166860522
478	0.1166608628
479	0.1166408789
480	0.1166247033
481	0.116603979
482	0.1165738807
483	0.1165592976
484	0.1165404527
485	0.1165226844
486	0.116501573
487	0.1164815872
488	0.1164679909
489	0.1164471558
490	0.1164290569
491	0.1164120356
492	0.1163981314
493	0.1163842447
494	0.1163706042
495	0.1163464399
496	0.1163319876
497	0.1163195996
498	0.1163053432
499	0.1162875908
500	0.1162692324
501	0.1162562714
502	0.1162347586
503	0.1162107643
504	0.1161970655
505	0.1161840799
506	0.1161715269
507	0.1161566288
508	0.1161412759
509	0.1161276229
510	0.1161140675
511	0.1160950968
512	0.1160824452
513	0.1160679209
514	0.1160575301
515	0.1160454572
516	0.1160337886
517	0.1160212358
518	0.1160106466
519	0.1159985481
520	0.115976002
521	0.1159647664
522	0.1159548852
523	0.1159405062
524	0.1159219851
525	0.1158982872
526	0.1158887978
527	0.1158739367
528	0.115860394
529	0.1158461988
530	0.1158347757
531	0.1158206154
532	0.1158103395
533	0.1157921068
534	0.1157802236
535	0.1157681769
536	0.1157568472
537	0.1157336621
538	0.1157156957
539	0.1157030364
540	0.1156929514
541	0.1156669351
542	0.1156602304
543	0.1156504194
544	0.115641421
545	0.115628643
546	0.1156162506
547	0.1155995143
548	0.1155889307
549	0.1155802206
550	0.1155699705
551	0.1155575473
552	0.1155435464
553	0.115533188
554	0.1155249005
555	0.1155122923
556	0.1155033016
557	0.1154944091
558	0.1154774741
559	0.1154666491
560	0.1154574384
561	0.1154469906
562	0.115435842
563	0.1154247763
564	0.1154061321
565	0.1153908599
566	0.115378348
567	0.1153726742
568	0.115361813
569	0.1153515881
570	0.1153443927
571	0.115334655
572	0.1153277044
573	0.1153159516
574	0.1153069139
575	0.1152996787
576	0.1152904338
577	0.1152805746
578	0.1152712709
579	0.1152608781
580	0.1152528068
581	0.1152418931
582	0.1152316619
583	0.1152179167
584	0.1152100334
585	0.1152019521
586	0.1151933824
587	0.115182428
588	0.1151756401
589	0.1151697376
590	0.1151607881
591	0.115151847
592	0.1151408806
593	0.1151321171
594	0.115121834
595	0.1151092639
596	0.1151025498
597	0.1150946652
598	0.1150869671
599	0.1150778854
600	0.1150683434
601	0.1150626483
602	0.1150558921
603	0.1150444356
604	0.1150337816
605	0.1150247986
606	0.1150163568
607	0.1150101494
608	0.1149950288
609	0.1149861452
610	0.1149756838
611	0.1149671676
612	0.114952522
613	0.114942036
614	0.114935907
615	0.1149303638
616	0.1149235913
617	0.1149143786
618	0.1149045862
619	0.1148982245
620	0.1148878086
621	0.114881318
622	0.1148706905
623	0.1148636045
624	0.114856083
625	0.1148408147
626	0.1148331405
627	0.1148274273
628	0.1148204103
629	0.1148109547
630	0.1148038702
631	0.1147981586
632	0.1147892406
633	0.1147813775
634	0.114775821
635	0.1147694339
636	0.11476132
637	0.114756207
638	0.1147517261
639	0.1147435369
640	0.1147306658
641	0.1147253932
642	0.1147184179
643	0.1147094079
644	0.1147036412
645	0.1146986273
646	0.1146938807
647	0.1146901065
648	0.1146833223
649	0.1146773344
650	0.1146694023
651	0.1146582023
652	0.1146477324
653	0.1146432304
654	0.114634097
655	0.1146291641
656	0.1146151147
657	0.1146065917
658	0.1145926012
659	0.1145872775
660	0.1145803538
661	0.1145746832
662	0.1145666768
663	0.1145617635
664	0.1145524816
665	0.1145471949
666	0.1145389883
667	0.1145349091
668	0.1145283136
669	0.1145227868
670	0.11451623
671	0.1145105518
672	0.1145036356
673	0.1144957163
674	0.1144902808
675	0.1144856572
676	0.1144787694
677	0.1144727368
678	0.1144646057
679	0.1144596651
680	0.1144542643
681	0.1144498573
682	0.1144438699
683	0.1144371319
684	0.1144249862
685	0.1144185419
686	0.1144114633
687	0.1144037978
688	0.1144026089
689	0.114396702
690	0.1143912494
691	0.114385011
692	0.1143813008
693	0.1143747893
694	0.1143708377
695	0.1143670154
696	0.1143605488
697	0.1143543984
698	0.1143431014
699	0.1143308003
700	0.1143181503
701	0.1143142872
702	0.1143108086
703	0.1143028661
704	0.1142962217
705	0.1142914584
706	0.1142858889
707	0.1142825338
708	0.1142766251
709	0.1142693276
710	0.1142656005
711	0.114261661
712	0.1142603942
713	0.1142554863
714	0.1142481775
715	0.114242937
716	0.1142354131
717	0.1142258852
718	0.1142226899
719	0.1142185639
720	0.1142141122
721	0.1142085448
722	0.1142037447
723	0.1141983208
724	0.1141952844
725	0.1141888137
726	0.1141746417
727	0.1141707955
728	0.1141672572
729	0.1141618135
730	0.1141586097
731	0.1141529032
732	0.1141413512
733	0.1141350757
734	0.1141279721
735	0.1141224686
736	0.1141188549
737	0.1141156215
738	0.1141120241
739	0.1141071704
740	0.1141026417
741	0.1140966166
742	0.1140885707
743	0.1140833639
744	0.1140711015
745	0.1140646608
746	0.1140573774
747	0.1140474948
748	0.1140439649
749	0.1140411302
750	0.1140323013
751	0.1140276585
752	0.1140230885
753	0.1140172378
754	0.1140120785
755	0.1140078534
756	0.1140000171
757	0.1139963025
758	0.1139900533
759	0.1139853002
760	0.1139800143
761	0.1139761892
762	0.1139729131
763	0.1139693343
764	0.1139652864
765	0.1139605558
766	0.1139546915
767	0.1139505457
768	0.1139500336
769	0.1139392056
770	0.1139349419
771	0.1139313643
772	0.1139239725
773	0.113918026
774	0.113911247
775	0.113908297
776	0.1138992541
777	0.1138968802
778	0.1138942325
779	0.1138907613
780	0.1138852936
781	0.1138793802
782	0.1138743151
783	0.1138706031
784	0.1138647851
785	0.1138590974
786	0.1138492081
787	0.1138443572
788	0.113835827
789	0.1138316749
790	0.113828594
791	0.1138258893
792	0.113821374
793	0.1138160671
794	0.1138126608
795	0.1138088636
796	0.11380089
797	0.1137962411
798	0.1137902714
799	0.1137862501
800	0.1137792298
801	0.1137760394
802	0.1137721362
803	0.113768878
804	0.1137621541
805	0.1137573944
806	0.1137520689
807	0.1137465574
808	0.1137378913
809	0.1137343767
810	0.1137270991
811	0.1137244427
812	0.1137182881
813	0.1137137646
814	0.1137113186
815	0.113706896
816	0.1137024955
817	0.1136993054
818	0.113691478
819	0.1136799724
820	0.1136713053
821	0.113660426
822	0.1136527724
823	0.1136485926
824	0.113639852
825	0.1136359641
826	0.1136303548
827	0.1136268098
828	0.1136209635
829	0.1136141977
830	0.1136084558
831	0.1136039849
832	0.1135975758
833	0.1135915597
834	0.1135878317
835	0.1135845012
836	0.1135799309
837	0.1135744614
838	0.1135697066
839	0.1135652275
840	0.1135633749
841	0.1135608098
842	0.1135537288
843	0.1135500532
844	0.1135455771
845	0.1135408574
846	0.1135368736
847	0.1135332789
848	0.1135291301
849	0.1135249637
850	0.1135194423
851	0.1135092018
852	0.1135035356
853	0.1134999331
854	0.1134955831
855	0.1134914803
856	0.1134866018
857	0.1134835067
858	0.1134783649
859	0.1134718491
860	0.1134652641
861	0.1134601331
862	0.1134527502
863	0.1134478892
864	0.1134434003
865	0.1134392174
866	0.1134341542
867	0.1134302103
868	0.1134278724
869	0.1134231472
870	0.1134196439
871	0.1134160403
872	0.1134133191
873	0.1134085139
874	0.1134009123
875	0.1133960045
876	0.1133916645
877	0.1133874075
878	0.1133809235
879	0.1133772088
880	0.1133734094
881	0.1133708226
882	0.1133649566
883	0.1133607679
884	0.1133569181
885	0.1133531727
886	0.1133491764
887	0.1133437973
888	0.1133395574
889	0.1133344639
890	0.1133283237
891	0.1133209457
892	0.1133190539
893	0.1133144824
894	0.113310809
895	0.1133052228
896	0.1133011724
897	0.1132987182
898	0.1132910371
899	0.1132883214
900	0.1132835617
901	0.1132795212
902	0.1132753507
903	0.1132691895
904	0.1132646001
905	0.1132609937
906	0.1132558076
907	0.1132515499
908	0.1132464522
909	0.1132412437
910	0.1132374381
911	0.1132337018
912	0.1132307388
913	0.1132268083
914	0.1132212166
915	0.1132174558
916	0.1132129372
917	0.1132069861
918	0.1132052337
919	0.1131958404
920	0.1131916539
921	0.1131893165
922	0.1131852313
923	0.1131810785
924	0.1131771794
925	0.1131746273
926	0.1131711583
927	0.113167538
928	0.1131644104
929	0.1131610652
930	0.1131595377
931	0.1131557249
932	0.1131503809
933	0.1131478331
934	0.1131441664
935	0.1131418101
936	0.1131396143
937	0.1131364198
938	0.1131337361
939	0.113130449
940	0.1131254751
941	0.1131225886
942	0.113118844
943	0.1131160491
944	0.1131089293
945	0.1131062016
946	0.1131025722
947	0.1130965527
948	0.1130912534
949	0.1130873552
950	0.1130849997
951	0.1130830219
952	0.1130785797
953	0.1130727705
954	0.1130694622
955	0.1130653061
956	0.1130609013
957	0.1130568016
958	0.1130538487
959	0.1130478748
960	0.1130428096
961	0.113040224
962	0.1130312759
963	0.1130281889
964	0.1130235803
965	0.1130176331
966	0.1130147646
967	0.1130118326
968	0.1130059974
969	0.1129982956
970	0.1129962238
971	0.1129905822
972	0.1129863044
973	0.112984184
974	0.1129808574
975	0.1129749691
976	0.1129699854
977	0.1129669773
978	0.1129628985
979	0.1129587774
980	0.1129543671
981	0.1129515239
982	0.1129483395
983	0.1129437644
984	0.1129380347
985	0.1129354658
986	0.1129299897
987	0.1129249572
988	0.1129209873
989	0.1129139159
990	0.1129113153
991	0.1129069991
992	0.1129044256
993	0.1129018678
994	0.1128985656
995	0.1128933852
996	0.1128896833
997	0.1128874649
998	0.1128842561
999	0.1128818585
1000	0.1128760046
1001	0.1128737796
1002	0.1128703882
1003	0.1128670252
1004	0.1128633417
1005	0.112857628
1006	0.112856
1007	0.1128542079
1008	0.1128493576
1009	0.1128461008
1010	0.1128399146
1011	0.1128352078
1012	0.1128309936
1013	0.1128283736
1014	0.112823318
1015	0.1128191447
1016	0.1128136951
1017	0.1128068822
1018	0.1128028426
1019	0.1128003739
1020	0.1127961101
1021	0.1127904488
1022	0.1127876127
1023	0.1127833046
1024	0.1127770138
1025	0.1127733015
1026	0.1127709302
1027	0.1127672345
1028	0.1127648042
1029	0.1127608796
1030	0.112757404
1031	0.1127528328
1032	0.1127493665
1033	0.11274635
1034	0.1127421792
1035	0.1127385347
1036	0.112736183
1037	0.1127341629
1038	0.1127306407
1039	0.1127269692
1040	0.1127240762
1041	0.1127205271
1042	0.1127150643
1043	0.1127104793
1044	0.1127063878
1045	0.1127046258
1046	0.1126963427
1047	0.1126921108
1048	0.1126893674
1049	0.1126862498
1050	0.1126839875
1051	0.1126803547
1052	0.1126773416
1053	0.1126742086
1054	0.112670582
1055	0.1126673684
1056	0.1126652839
1057	0.1126590193
1058	0.1126560749
1059	0.1126537672
1060	0.1126512431
1061	0.1126470042
1062	0.1126434364
1063	0.1126369567
1064	0.1126335583
1065	0.1126316816
1066	0.1126291841
1067	0.1126253836
1068	0.1126222715
1069	0.1126200294
1070	0.1126154566
1071	0.1126111917
1072	0.1126086806
1073	0.1126067408
1074	0.1126046968
1075	0.1126022417
1076	0.1125995065
1077	0.1125968997
1078	0.1125898883
1079	0.1125845108
1080	0.1125826815
1081	0.1125801031
1082	0.1125756877
1083	0.1125729525
1084	0.112565294
1085	0.112563244
1086	0.1125605531
1087	0.1125581092
1088	0.1125548398
1089	0.11255125
1090	0.1125479009
1091	0.1125437687
1092	0.1125379597
1093	0.1125345075
1094	0.1125326707
1095	0.1125286862
1096	0.1125265351
1097	0.1125220418
1098	0.1125172591
1099	0.1125100628
1100	0.1125057479
1101	0.1125034962
1102	0.112499942
1103	0.1124971122
1104	0.1124950126
1105	0.1124924705
1106	0.1124904441
1107	0.1124853216
1108	0.1124826004
1109	0.1124787426
1110	0.1124755589
1111	0.1124726749
1112	0.112469787
1113	0.1124667945
1114	0.1124641667
1115	0.1124593382
1116	0.1124542622
1117	0.1124493071
1118	0.1124458535
1119	0.1124419082
1120	0.1124366741
1121	0.1124342468
1122	0.1124318423
1123	0.1124290874
1124	0.1124261126
1125	0.1124232621
1126	0.1124199869
1127	0.1124164822
1128	0.1124138282
1129	0.1124101599
1130	0.1124061627
1131	0.1124033976
1132	0.1123986664
1133	0.112396163
1134	0.1123926155
1135	0.1123874722
1136	0.1123843916
1137	0.1123824939
1138	0.1123762824
1139	0.1123733941
1140	0.1123695566
1141	0.1123635275
1142	0.1123609526
1143	0.1123552398
1144	0.1123510907
1145	0.1123470984
1146	0.1123450002
1147	0.1123419288
1148	0.1123382889
1149	0.1123354249
1150	0.1123307334
1151	0.1123285492
1152	0.1123270852
1153	0.1123247794
1154	0.1123226273
1155	0.1123176438
1156	0.1123146984
1157	0.1123117804
1158	0.1123092277
1159	0.1123069764
1160	0.1123037741
1161	0.1122997113
1162	0.1122978328
1163	0.1122961547
1164	0.1122932287
1165	0.1122914121
1166	0.1122881713
1167	0.1122860551
1168	0.1122841867
1169	0.1122819638
1170	0.112279956
1171	0.1122762934
1172	0.1122731817
1173	0.1122682781
1174	0.1122652078
1175	0.1122627147
1176	0.1122584661
1177	0.1122548383
1178	0.112251511
1179	0.1122495833
1180	0.112246502
1181	0.1122416501
1182	0.1122384827
1183	0.1122366696
1184	0.1122329949
1185	0.1122301964
1186	0.1122279266
1187	0.1122243221
1188	0.1122224034
1189	0.1122200779
1190	0.1122178861
1191	0.1122157959
1192	0.1122132828
1193	0.1122116502
1194	0.1122073942
1195	0.1122029462
1196	0.1122005001
1197	0.1121987134
1198	0.112195649
1199	0.1121930882
1200	0.1121907331
1201	0.112188183
1202	0.1121848488
1203	0.1121823568
1204	0.1121765738
1205	0.112174569
1206	0.1121691512
1207	0.1121669549
1208	0.1121640749
1209	0.1121628534
1210	0.112158642
1211	0.1121557358
1212	0.1121537948
1213	0.1121503266
1214	0.1121479218
1215	0.1121443019
1216	0.1121416099
1217	0.1121384732
1218	0.112136054
1219	0.1121322386
1220	0.1121295778
1221	0.1121263274
1222	0.1121219128
1223	0.112119297
1224	0.1121177322
1225	0.1121155966
1226	0.1121113764
1227	0.1121082812
1228	0.1121049444
1229	0.112103195
1230	0.1121014096
1231	0.1120985567
1232	0.1120953309
1233	0.1120907585
1234	0.1120881952
1235	0.1120854845
1236	0.112081842
1237	0.1120798405
1238	0.1120783153
1239	0.1120763268
1240	0.1120745817
1241	0.1120703189
1242	0.1120667908
1243	0.1120642631
1244	0.1120622544
1245	0.1120596368
1246	0.1120565769
1247	0.1120548923
1248	0.112052054
1249	0.1120502506
1250	0.1120461895
1251	0.1120422198
1252	0.1120370001
1253	0.1120322889
1254	0.1120303018
1255	0.1120270351
1256	0.1120252105
1257	0.1120214758
1258	0.1120193179
1259	0.1120165042
1260	0.1120146966
1261	0.1120130348
1262	0.112010175
1263	0.1120085577
1264	0.1120067073
1265	0.1120047533
1266	0.1120022269
1267	0.1120005521
1268	0.1119969884
1269	0.1119940373
1270	0.1119921958
1271	0.1119911476
1272	0.111989125
1273	0.1119864162
1274	0.1119850588
1275	0.1119835117
1276	0.1119816885
1277	0.1119785933
1278	0.1119749825
1279	0.1119712115
1280	0.1119696482
1281	0.1119683306
1282	0.1119655472
1283	0.1119625813
1284	0.111959831
1285	0.1119569773
1286	0.111954924
1287	0.1119527578
1288	0.1119505499
1289	0.1119487286
1290	0.111945885
1291	0.1119427315
1292	0.111939839
1293	0.1119354434
1294	0.1119316427
1295	0.1119303401
1296	0.1119290141
1297	0.1119259939
1298	0.1119246779
1299	0.1119227705
1300	0.1119207841
1301	0.1119193433
1302	0.1119169862
1303	0.1119132677
1304	0.1119116199
1305	0.1119098902
1306	0.1119067384
1307	0.1119039516
1308	0.1119022255
1309	0.1119000291
1310	0.1118969143
1311	0.1118956967
1312	0.1118943518
1313	0.1118905911
1314	0.11188746
1315	0.1118845769
1316	0.1118826887
1317	0.1118784793
1318	0.1118770675
1319	0.1118748107
1320	0.1118716859
1321	0.1118697
1322	0.1118677356
1323	0.1118653411
1324	0.111861801
1325	0.1118603476
1326	0.1118586615
1327	0.1118553136
1328	0.1118539615
1329	0.1118509647
1330	0.1118491819
1331	0.1118476199
1332	0.1118456028
1333	0.1118446202
1334	0.1118425833
1335	0.1118417888
1336	0.1118399616
1337	0.1118377311
1338	0.1118343122
1339	0.1118309957
1340	0.1118283516
1341	0.111826244
1342	0.1118238873
1343	0.1118208826
1344	0.1118186503
1345	0.1118171735
1346	0.1118149715
1347	0.1118123238
1348	0.1118096235
1349	0.1118080006
1350	0.1118057963
1351	0.111802858
1352	0.1118008489
1353	0.1117998545
1354	0.1117982701
1355	0.1117950651
1356	0.1117922332
1357	0.1117900519
1358	0.1117889223
1359	0.1117852411
1360	0.1117813343
1361	0.1117806632
1362	0.1117784847
1363	0.1117763317
1364	0.1117739054
1365	0.1117719666
1366	0.1117687251
1367	0.1117669514
1368	0.1117650256
1369	0.1117627889
1370	0.1117596595
1371	0.1117586445
1372	0.1117572455
1373	0.1117537748
1374	0.1117516429
1375	0.1117499543
1376	0.1117469369
1377	0.1117454871
1378	0.1117442897
1379	0.1117406735
1380	0.1117371434
1381	0.1117341796
1382	0.1117320061
1383	0.1117293677
1384	0.1117282038
1385	0.1117262001
1386	0.1117235316
1387	0.1117214732
1388	0.1117184551
1389	0.111715431
1390	0.1117142699
1391	0.1117119879
1392	0.1117106597
1393	0.1117086291
1394	0.1117077093
1395	0.1117067015
1396	0.1117053439
1397	0.1117034062
1398	0.1116999984
1399	0.1116966709
1400	0.1116947939
1401	0.1116932197
1402	0.1116908633
1403	0.111687651
1404	0.1116854537
1405	0.1116844241
1406	0.1116829084
1407	0.1116805276
1408	0.1116790047
1409	0.1116756836
1410	0.111673968
1411	0.1116720333
1412	0.111668916
1413	0.1116663065
1414	0.1116639726
1415	0.1116622728
1416	0.111661484
1417	0.1116587409
1418	0.1116567194
1419	0.1116549499
1420	0.1116535194
1421	0.1116513326
1422	0.111649907
1423	0.1116473794
1424	0.1116463113
1425	0.111644709
1426	0.1116425276
1427	0.1116414021
1428	0.1116401002
1429	0.1116385474
1430	0.1116343435
1431	0.111633157
1432	0.1116316145
1433	0.111629743
1434	0.1116263529
1435	0.1116240525
1436	0.1116229905
1437	0.1116210227
1438	0.1116179719
1439	0.111616729
1440	0.1116147742
1441	0.111612697
1442	0.111611504
1443	0.111609757
1444	0.1116080691
1445	0.1116053977
1446	0.1116024282
1447	0.1116007878
1448	0.1115996134
1449	0.1115967108
1450	0.1115958434
1451	0.1115942114
1452	0.1115920123
1453	0.1115899443
1454	0.1115865916
1455	0.1115838339
1456	0.1115823919
1457	0.1115807202
1458	0.1115778461
1459	0.1115755463
1460	0.1115745949
1461	0.111572371
1462	0.1115693635
1463	0.1115664268
1464	0.1115648314
1465	0.1115637809
1466	0.1115620201
1467	0.1115610389
1468	0.1115591627
1469	0.1115565722
1470	0.111555277
1471	0.1115517056
1472	0.1115488817
1473	0.111547007
1474	0.1115436995
1475	0.1115419714
1476	0.1115379035
1477	0.1115354659
1478	0.1115339044
1479	0.1115306315
1480	0.111528778
1481	0.11152501
1482	0.1115214715
1483	0.1115199661
1484	0.1115186145
1485	0.1115157743
1486	0.111513755
1487	0.1115118266
1488	0.1115097947
1489	0.1115083469
1490	0.1115066524
1491	0.1115039851
1492	0.1115018863
1493	0.1115011733
1494	0.1114991102
1495	0.1114983505
1496	0.1114965544
1497	0.1114941596
1498	0.1114920182
1499	0.1114905277
1500	0.1114888135
1501	0.111487313
1502	0.1114861214
1503	0.1114837716
1504	0.1114822023
1505	0.1114795982
1506	0.1114768835
1507	0.1114757011
1508	0.1114748857
1509	0.1114733098
1510	0.1114713015
1511	0.1114695552
1512	0.1114686333
