iter	Passed	Remaining
572	3191	52500
573	3196	52484
574	3200	52464
575	3205	52445
576	3210	52426
577	3215	52412
578	3220	52396
579	3226	52397
580	3231	52382
581	3236	52372
582	3241	52358
583	3246	52350
584	3255	52391
585	3260	52386
586	3266	52386
587	3274	52414
588	3279	52406
589	3285	52397
590	3290	52387
591	3295	52377
592	3302	52393
593	3307	52380
594	3312	52361
595	3317	52345
596	3321	52316
597	3326	52296
598	3331	52287
599	3336	52267
600	3341	52258
601	3345	52225
602	3350	52210
603	3355	52197
604	3360	52182
605	3365	52166
606	3369	52147
607	3374	52127
608	3379	52116
609	3384	52100
610	3389	52081
611	3393	52061
612	3398	52047
613	3403	52033
614	3408	52008
615	3412	51988
616	3416	51962
617	3422	51951
618	3426	51932
619	3431	51916
620	3437	51915
621	3442	51898
622	3447	51886
623	3452	51869
624	3456	51849
625	3461	51838
626	3466	51822
627	3471	51801
628	3476	51786
629	3481	51787
630	3487	51775
631	3492	51765
632	3497	51750
633	3502	51745
634	3506	51715
635	3511	51697
636	3516	51686
637	3520	51666
638	3526	51659
639	3531	51644
640	3536	51638
641	3541	51625
642	3546	51614
643	3552	51610
644	3556	51583
645	3561	51563
646	3566	51555
647	3570	51523
648	3574	51506
649	3579	51491
650	3584	51471
651	3588	51454
652	3593	51440
653	3598	51426
654	3603	51413
655	3608	51398
656	3613	51388
657	3618	51376
658	3623	51364
659	3628	51351
660	3633	51335
661	3638	51324
662	3643	51305
663	3647	51289
664	3652	51269
665	3656	51250
666	3661	51231
667	3666	51215
668	3670	51201
669	3675	51179
670	3680	51165
671	3685	51154
672	3690	51148
673	3695	51139
674	3700	51122
675	3705	51105
676	3710	51099
677	3715	51083
678	3722	51097
679	3727	51083
680	3731	51068
681	3737	51062
682	3741	51042
683	3746	51025
684	3751	51014
685	3756	51003
686	3761	50986
687	3766	50979
688	3769	50944
689	3774	50925
690	3778	50909
691	3784	50899
692	3789	50888
693	3794	50877
694	3799	50867
695	3804	50855
696	3808	50837
697	3813	50822
698	3818	50811
699	3823	50799
700	3828	50786
701	3833	50774
702	3838	50759
703	3842	50744
704	3848	50741
705	3853	50724
706	3857	50706
707	3862	50697
708	3867	50681
709	3871	50655
710	3876	50642
711	3881	50637
712	3886	50628
713	3891	50610
714	3897	50617
715	3904	50627
716	3909	50612
717	3914	50609
718	3919	50591
719	3923	50569
720	3929	50564
721	3933	50550
722	3938	50541
723	3943	50528
724	3948	50510
725	3952	50488
726	3958	50487
727	3963	50474
728	3967	50456
729	3971	50437
730	3976	50417
731	3980	50403
732	3985	50389
733	3991	50392
734	3996	50378
735	4000	50360
736	4006	50349
737	4010	50336
738	4015	50315
739	4020	50307
740	4025	50301
741	4030	50288
742	4035	50279
743	4040	50267
744	4045	50257
745	4050	50245
746	4055	50232
747	4060	50221
748	4064	50198
749	4068	50180
750	4073	50171
751	4079	50167
752	4084	50154
753	4089	50151
754	4095	50144
755	4099	50131
756	4104	50120
757	4109	50106
758	4114	50089
759	4118	50077
760	4123	50060
761	4128	50048
762	4132	50028
763	4137	50018
764	4141	50001
765	4146	49982
766	4150	49963
767	4155	49947
768	4157	49904
769	4162	49896
770	4167	49885
771	4172	49873
772	4176	49858
773	4181	49846
